repo,doi,pmid,grant_funded,funding_sources,num_linked_grants,num_developer_grants,num_collaborator_grants,developer_project_nums,developer_core_nums,developer_orgs,developer_org_states,developer_agencies,developer_cost_by_currency,developer_cost_usd,all_org_names,all_agencies,total_cost_by_currency,total_cost_usd,earliest_project_start,latest_project_end,note
aquaskyline/Clairvoyante,10.41467/s41467-019-09025-z,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
aquaskyline/SOAPdenovo2,10.1186/2047-217X-1-18,23587118,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
arendsee/phylostratr,10.1093/bioinformatics/btz171,30873536,True,NSF,2,0,2,,,,,,,,Iowa State University,NSF,USD:2175310,2175310.0,2016-08-01 00:00:00,2022-07-31 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
a-r-j/graphein,10.1101/2020.07.15.204701,,True,Other,1,0,1,,,,,,,,,Other,,,,,OK
arosenfeld/immunedb,10.1093/bioinformatics/btw593,27616708,True,NIH,2,0,2,,,,,,,,COLUMBIA UNIVERSITY HEALTH SCIENCES,NIAID; NIH,USD:1870652,1870652.0,2013-06-01T00:00:00,2031-04-30T00:00:00,OK
arshajii/ema,10.1101/gr.260380.119,32540955,True,NIH,1,0,1,,,,,,,,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",NIGMS,USD:1416669,1416669.0,2003-08-01T00:00:00,2026-06-30T00:00:00,OK
art-egorov/lovis4u,10.1093/nargab/lqaf009,40007724,True,Other,3,3,0,2023-02353; 2022-01205; 2020-0037,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
aryeelab/hichipper,10.1101/192302,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
AstrobioMike/bit,10.12688/f1000research.79530.1,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
aureliolfdez/bioscience,10.1016/j.softx.2024.101666,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
AuReMe/metage2metabo,10.7554/eLife.61968,33372654,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
AusARG/pipesnake,10.1093/bioinformatics/btae195,38597877,True,Other,1,0,1,,,,,,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
awslabs/dgl-lifesci,10.1021/acsomega.1c04017,34693143,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
ay-lab/dcHiC,10.1038/s41467-022-34626-6,36369226,True,NIH,1,1,0,5R35GM128938-08,R35GM128938,LA JOLLA INSTITUTE FOR IMMUNOLOGY,CA,NIGMS,USD:270000,270000.0,LA JOLLA INSTITUTE FOR IMMUNOLOGY,NIGMS,USD:270000,270000.0,2018-08-01T00:00:00,2028-07-31T00:00:00,OK
ayueme/easyTCGA,10.1186/s13059-022-02648-4,35292087,True,NIH; NSF; Other,8,2,6,5R01CA228140-05; DMS-2113754,R01CA228140,UNIVERSITY OF CALIFORNIA-IRVINE,CA,NCI; NSF,USD:367030,367030.0,FRED HUTCHINSON CANCER CENTER; UNIVERSITY OF CALIFORNIA LOS ANGELES; UNIVERSITY OF CALIFORNIA-IRVINE; University of California-Los Angeles,NIGMS; NCI; NSF; Other,USD:1644674,1644674.0,2015-12-01T00:00:00,2027-05-31T00:00:00,OK
babinyurii/recan,10.21105/joss.02014,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
BackofenLab/IntaRNA,10.1093/nar/gkx279,28472523,True,Other,4,4,0,BA 2168/14-1; 2168/14-1; BA 2168/16-1; /14-1,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
bacpop/ska.rust,10.1101/gr.279449.124,39406504,True,Other,4,3,1,MR/T016434/1; NIHR200927; MR/ X020258/1,,,,Other,GBP:558204,,,Other,GBP:5064375,,2018-03-31 00:00:00,2023-12-14 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
bacpop/sketchlib.rust,10.64898/2025.12.30.695181,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
bailey-lab/SeekDeep,10.1093/nar/gkx1201,29202193,True,NIH,2,1,1,5R01AI099473-04,R01AI099473,UNIV OF MASSACHUSETTS MED SCH WORCESTER,MA,NIAID,USD:339488,339488.0,UNIV OF NORTH CAROLINA CHAPEL HILL; UNIV OF MASSACHUSETTS MED SCH WORCESTER,NIGMS; NIAID,USD:697152,697152.0,1975-07-01T00:00:00,2020-06-30T00:00:00,OK
BAMeScience/fiora,10.1038/s41467-025-57422-4,40055306,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
BaranziniLab/KG_RAG,10.1093/bioinformatics/btae560,39288310,True,NIH; NSF,2,1,1,NSF_2033569,,,,NSF,,,INSTITUTE FOR SYSTEMS BIOLOGY,NCATS; NSF,USD:389843,389843.0,2020-01-24T00:00:00,2025-02-28T00:00:00,OK
barsnes-group/peptide-shaker-online,10.1021/acs.jproteome.1c00678,34709836,True,Other,2,2,0,BFS2016REK02; 301178,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
BartvanderWoude/Complexity-pretext-task-on-organoid-segmentation,10.1145/3637732.3637772,,True,Other,1,0,1,,,,,,,,,Other,,,,,OK
barupal/ChemRICH,10.1038/s41598-017-15231-w,29109515,True,NIH,1,0,1,,,,,,,,UNIVERSITY OF CALIFORNIA AT DAVIS,NIDDK,USD:303822,303822.0,2012-09-04T00:00:00,2018-08-31T00:00:00,OK
Bayer-Group/cellenium,10.1093/bioinformatics/btad349,37261846,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
bbglab/openvariant,10.1093/bioinformatics/btae714,39663244,True,Other,1,0,1,,,,,,,,Fundació Clínic per a la Recerca Biomèdica,Other,EUR:1995829,,2016-12-01 00:00:00,2023-08-31 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
bcgsc/arcs,10.1186/s12859-018-2243-x,29925315,True,NIH; Other,3,3,0,3R01HG007182-08S1; 243FOR; BCB11101,R01HG007182,PROVINCIAL HEALTH SERVICES AUTHORITY,BC,NHGRI; NIH; Other,USD:177111,177111.0,PROVINCIAL HEALTH SERVICES AUTHORITY,NHGRI; NIH; Other,USD:177111,177111.0,2022-03-10T00:00:00,2023-03-31T00:00:00,OK
bcgsc/goldrush,10.1038/s41467-023-38716-x,37217507,True,NIH; Other,2,2,0,3R01HG007182-08S1; PJT-183608,R01HG007182,PROVINCIAL HEALTH SERVICES AUTHORITY,BC,NHGRI; Other,USD:177111,177111.0,PROVINCIAL HEALTH SERVICES AUTHORITY,NHGRI; Other,USD:177111,177111.0,2022-03-10T00:00:00,2023-03-31T00:00:00,OK
bcgsc/ntHash,10.1093/bioinformatics/btac564,36000872,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
bcgsc/mavis,10.1093/bioinformatics/bty621,30016509,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
bcgsc/pavfinder,10.1093/bioinformatics/btz902,31790154,True,NIH,1,1,0,3R01HG007182-08S1,R01HG007182,PROVINCIAL HEALTH SERVICES AUTHORITY,BC,NHGRI,USD:177111,177111.0,PROVINCIAL HEALTH SERVICES AUTHORITY,NHGRI,USD:177111,177111.0,2022-03-10T00:00:00,2023-03-31T00:00:00,OK
bcgsc/ntLink,10.1186/s12859-021-04451-7,34717540,True,NIH; Other,3,3,0,3R01HG007182-08S1; 281ANV; 243FOR,R01HG007182,PROVINCIAL HEALTH SERVICES AUTHORITY,BC,NHGRI; Other,USD:177111,177111.0,PROVINCIAL HEALTH SERVICES AUTHORITY,NHGRI; Other,USD:177111,177111.0,2022-03-10T00:00:00,2023-03-31T00:00:00,OK
bcgsc/straglr,10.1186/s13059-021-02447-3,34389037,True,Other,2,2,0,281ANV; 16907,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
bcgsc/tigmint,10.1186/s12859-018-2425-6,30367597,True,NIH,1,1,0,3R01HG007182-08S1,R01HG007182,PROVINCIAL HEALTH SERVICES AUTHORITY,BC,NHGRI,USD:177111,177111.0,PROVINCIAL HEALTH SERVICES AUTHORITY,NHGRI,USD:177111,177111.0,2022-03-10T00:00:00,2023-03-31T00:00:00,OK
bcgsc/transabyss,10.1038/nmeth.1517,20935650,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
becavin-lab/bacnet,10.1371/journal.pgen.1007749,30403660,True,Other,6,0,6,,,,,,,,INSTITUT PASTEUR; ANSES,Other,EUR:47285917,,2011-04-13 00:00:00,2022-08-31 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
bedops/bedops,10.1093/bioinformatics/bts277,22576172,True,NIH,2,0,2,,,,,,,,UNIVERSITY OF WASHINGTON,NHGRI; NIEHS,USD:1151681,1151681.0,2007-09-29T00:00:00,2016-03-31T00:00:00,OK
beiko-lab/gengis,10.7287/peerj.preprints.15,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
bel-commons/bel-commons,10.1093/database/bay126,30576488,True,Other,2,2,0,115568; FP7/2007-2013,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
Benjamin-Lee/CodonAdaptationIndex,10.21105/joss.00905,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
Benjamin-Lee/deep-rules,10.1371/journal.pcbi.1009803,35324884,True,NIH; Other; NSF,18,0,18,,,,,,,,"JOHNS HOPKINS UNIVERSITY; PRINCETON UNIVERSITY; HARVARD MEDICAL SCHOOL; GEORGETOWN UNIVERSITY; VAN ANDEL RESEARCH INSTITUTE; UNIVERSITY OF COLORADO DENVER; MORGRIDGE INSTITUTE FOR RESEARCH, INC.; UNIVERSITY OF MARYLAND BALTIMORE; H. LEE MOFFITT CANCER CTR & RES INST; Morgridge Institute for Research",NCI; NHGRI; NIGMS; NIAID; NHLBI; NIDCR; Other; NSF; NIH,USD:10722386,10722386.0,1997-05-07T00:00:00,2030-07-31T00:00:00,OK
benjjneb/decontam,10.1186/s40168-018-0605-2,30558668,True,NIH,3,1,2,NIH R01,,,,NIH,,,PALO ALTO VETERANS INSTIT FOR RESEARCH,NIDCR; NIAID; NIH,USD:1308097,1308097.0,2013-07-01T00:00:00,2021-06-30T00:00:00,OK
benjjneb/dada2,10.1038/nmeth.3869,27214047,True,NIH,1,0,1,,,,,,,,PALO ALTO VETERANS INSTIT FOR RESEARCH,NIAID,USD:904009,904009.0,2013-09-25T00:00:00,2020-08-31T00:00:00,OK
benn888/PRONAME,10.3389/fbinf.2024.1483255,39758955,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
BergmannLab/MONET,10.1093/bioinformatics/btaa236,32271874,True,Other,2,2,0,FN 310030_152724/1; 310030,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
bernatgel/karyoploteR,10.1093/bioinformatics/btx346,28575171,True,Other,3,3,0,PI11/1609; RTICC RD12/0036/008; PI11/,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
BernhoferM/TMbed,10.1186/s12859-022-04873-x,35941534,True,Other,1,1,0,01IS17049,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
berntpopp/berntpopp,10.1002/humu.24451,35998261,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
BgeeDB/BgeeDB_R,10.12688/f1000research.9973.2,30467516,True,Other,3,3,0,153341; 31003A_153341; 31003A,,University of Lausanne,,Other,CHF:525000,,University of Lausanne,Other,CHF:525000,,2014-10-01 00:00:00,2018-01-31 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
BigDataBiology/argNorm,10.1093/bioinformatics/btaf173,40238188,True,Other,2,0,2,,,,,,,,Queensland University of Technology,Other,AUD:510188,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
BigDataBiology/macrel,10.7717/peerj.10555,33384902,True,Other,5,4,1,"61932008, 61772368; 61772368; 2018YFC0910500; 2020YFA0712403",,复旦大学,,Other,CNY:670000,,复旦大学,Other,CNY:3730000,,2017-01-01 00:00:00,2024-12-31 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
BigDataBiology/SemiBin,10.1038/s41467-022-29843-y,35484115,True,Other,5,5,0,61772368; 61932008; 2020YFA0712403; 31950410544; 2018SHZDZX01,,复旦大学,,Other,CNY:3730000,,复旦大学,Other,CNY:3730000,,2017-01-01 00:00:00,2024-12-31 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
bihealth/altamisa,10.21105/joss.01610,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
BimberLab/nimble,10.3389/fimmu.2025.1596760,40861433,True,NIH; Other,11,6,5,"U19 AI142759; AI142759; 75N93019C00070; 002377; 75N93019C00070, P01AI177688-01, R01AI161010, R01AI129703 , U19 AI142759-01; S10OD034224",,,,Other; NIH,,,OREGON HEALTH & SCIENCE UNIVERSITY; The General Hospital Corporation d/b/a Massachusetts General Hospital; Beth Israel Deaconess Medical Center,OD; NIAID; Other; NIH,USD:29014552,29014552.0,1997-05-01T00:00:00,2029-04-30T00:00:00,OK
BIMSBbioinfo/ikarus,10.1186/s13059-022-02683-1,35637521,True,Other,1,1,0,031 A538C RBC,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
BIMSBbioinfo/maui,10.26508/lsa.201900517,31792061,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
BIMSBbioinfo/janggu,10.1038/s41467-020-17155-y,32661261,True,Other,1,1,0,FKZ 031L0101B,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
BIMSBbioinfo/netSmooth,10.12688/f1000research.13511.2,29511531,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
BIMSBbioinfo/pigx_sars-cov-2,10.1016/j.scitotenv.2022.158931,36228784,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
BioArchLinux/Packages,10.1093/bioinformatics/btaf106,40067093,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
biocommons/biocommons.seqrepo,10.1371/journal.pone.0239883,33270643,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
biocommons/hgvs,10.1002/humu.23615,30129167,True,Other,3,1,2,204801/Z/16/Z,,,,Other,,,,Other,,,2017-01-01 00:00:00,2021-09-29 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
biocommons/seqrepo-rest-service,10.1371/journal.pone.0239883,33270643,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
biocore/BIRDMAn,10.1101/2023.01.30.526328,36778470,True,NIH,6,0,6,,,,,,,,"NORTHERN ARIZONA UNIVERSITY; INDIANA UNIVERSITY INDIANAPOLIS; UNIVERSITY OF CALIFORNIA, SAN DIEGO",NCI; NIA; OD; NIGMS; NIH,USD:990102,990102.0,1975-07-01T00:00:00,2027-05-31T00:00:00,OK
bioconvert/bioconvert,10.1093/nargab/lqad074,37608802,True,Other,4,3,1,ANR 10-INBS-09-08; 10-INBS-09; 10-INBS-09-08,,,,Other,,,Fondation de France,Other,EUR:65987574,,2011-12-01 00:00:00,,Not in NIH RePORTER (non-NIH funder via local snapshot)
biocore/calour,10.1128/mSystems.00269-18,30701193,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
biocore/emperor,10.1186/2047-217X-2-16,24280061,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
biocore/qurro,10.1093/nargab/lqaa023,32391521,True,NIH; NSF,2,1,1,GRFP DGE-1144086,,,,NSF,,,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",NIDCR; NSF,USD:22862,22862.0,2019-01-01T00:00:00,2020-05-31T00:00:00,OK
biocore/redbiom,10.1128/mSystems.00215-19,31239397,True,NIH,3,0,3,,,,,,,,"UNIVERSITY OF CALIFORNIA, SAN DIEGO; WASHINGTON UNIVERSITY",NIMH; NIDDK; NIDCR,USD:2185612,2185612.0,2001-04-24T00:00:00,2031-07-31T00:00:00,OK
biocypher/biocypher,10.1038/s41587-023-01848-y,37337100,True,Other,8,3,5,Horizon 2020; 031L0181B; 031L0212A,,,,Other,,,THE UNIVERSITY OF LIVERPOOL; Helsinki Art Museum,Other,EUR:22999335,,2017-01-01 00:00:00,2026-07-31 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
biodatageeks/polars-bio,10.1093/bioinformatics/btaf640,41325273,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
BioDepot/BioDepot-workflow-builder,10.1145/3233547.3233665,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
BioDWH2/BioDWH2,10.1515/jib-2020-0033,33618440,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
bioexcel/biobb,10.1038/s41597-019-0177-4,31506435,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
bioFAM/mofaflex,10.1101/2025.11.03.686250,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
bioforensics/MicroHapDB,10.3389/fgene.2020.00781,32849792,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
biogo/biogo,10.21105/joss.00167,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
BioinfoMachineLearning/DIPS-Plus,10.1038/s41597-023-02409-3,37537186,True,NIH; NSF; Other,17,6,11,5R01GM093123-12; 1763246; 2308699; 1759934; DBI 1759934; IIS 1763246,R01GM093123,UNIVERSITY OF MISSOURI-COLUMBIA; University of Missouri-Columbia; University of Missouri,MO,NIGMS; NSF,USD:1947214,1947214.0,UNIVERSITY OF MISSOURI-COLUMBIA; University of Missouri-Columbia; University of Missouri,NIGMS; NSF; Other,USD:2159490,2159490.0,2010-06-01T00:00:00,2026-05-31T00:00:00,OK
bioinfomaticsCSU/deepsignal,10.1093/bioinformatics/btz276,30994904,True,Other; NSF,6,4,2,61828205; 61772557; 61732009; 61420106009,,,,Other,,,,Other; NSF,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
bioinformatics-centre/kaiju,10.1038/ncomms11257,27071849,True,Other,5,0,5,,,,,,,,KOBENHAVNS UNIVERSITET,Other,EUR:5518544,,2011-04-01 00:00:00,2015-03-31 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
BioinformaticsToolsmith/MeShClust,10.1093/nar/gky315,29718317,True,Other,1,1,0,PS17-015,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
BioJulia/BioStructures.jl,10.1093/bioinformatics/btaa502,32407511,True,Other,1,0,1,,,,,,,,,Other,GBP:4345582,,2017-03-31 00:00:00,2023-03-30 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
biologyguy/BuddySuite,10.1093/molbev/msx089,28333216,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
biomedicalinformaticsgroup/Sargasso,10.1038/s41596-018-0029-2,30250293,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
bio-miga/miga,10.1093/nar/gky467,29905870,True,NSF,2,2,0,1356380; 1356288,,Michigan State University; Georgia Institute of Technology,,NSF,USD:1375948,1375948.0,Michigan State University; Georgia Institute of Technology,NSF,USD:1375948,1375948.0,2014-07-01 00:00:00,2019-06-30 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
biona001/Knockoffs.jl,10.1093/bioinformatics/btae580,39340798,True,NIH; NSF; Other,8,4,4,5R56HG010812-02; 5R01AG066206-05; 2210392; R01MH123157,R56HG010812; R01AG066206,STANFORD UNIVERSITY; Stanford University,CA,NHGRI; NIA; NSF; NIH,USD:995380,995380.0,STANFORD UNIVERSITY; Stanford University,NLM; NHGRI; NIA; NSF; Other; NIH,USD:4926776,4926776.0,1984-07-01T00:00:00,2030-03-31T00:00:00,OK
BIONF/PhyloProfile,10.1093/bioinformatics/bty225,29659708,True,Other,2,2,0,EB 285/2-1; DFG FOR 2251,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
bionitio-team/bionitio,10.1093/gigascience/giz109,31544213,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
BioOmics/iSeq,10.1093/bioinformatics/btae641,39447029,True,Other,7,5,2,32270709; 31771477; 32070656; 32261133526; 32070677,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
bionumpy/bionumpy,10.1038/s41592-024-02483-4,39420142,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
BioPandas/biopandas,10.21105/joss.00279,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
biothings/mygene.info,10.1186/s13059-016-0953-9,27154141,True,NIH,6,2,4,3U01HG006476-04S1; 5R01GM083924-13,U01HG006476; R01GM083924,"SCRIPPS HEALTH; SCRIPPS RESEARCH INSTITUTE, THE",CA,NHGRI; NIGMS,USD:288085,288085.0,"SCRIPPS RESEARCH INSTITUTE, THE; UNIVERSITY OF CALIFORNIA LOS ANGELES; SCRIPPS HEALTH; WASHINGTON UNIVERSITY",NCATS; NIGMS; NHGRI; NCI,USD:9548324,9548324.0,2008-08-01T00:00:00,2023-03-31T00:00:00,OK
biotite-dev/biotite,10.1186/s12859-018-2367-z,30285630,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
bio-tools/biotoolsRegistry,10.1093/nar/gk,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
Bishop-Laboratory/RLoop-QC-Meta-Analysis-Miller-2022,10.1093/nar/gkac537,35758606,True,NIH; Other,8,4,4,7R01CA241554-06; 5R01CA152063-05; PR181598; RT6187,R01CA241554; R01CA152063,RESEARCH INST NATIONWIDE CHILDREN'S HOSP; UNIVERSITY OF TEXAS HLTH SCIENCE CENTER,OH; TX,NCI; Other,USD:396830,396830.0,UNIVERSITY OF CALIFORNIA AT DAVIS; RESEARCH INST NATIONWIDE CHILDREN'S HOSP; UNIVERSITY OF TEXAS HLTH SCIENCE CENTER; The University of Texas Health Science Center at San Antonio,NIGMS; NCI; NIA; Other,USD:5173223,5173223.0,1997-08-01T00:00:00,2030-07-31T00:00:00,OK
bitscopic/BIAS-2015,10.1186/s13073-025-01581-y,41382245,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
blmoore/thesis,10.1186/s13059-015-0661-x,26013771,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
bluenote-1577/skani,10.1038/s41592-023-02018-3,37735570,True,Other,1,1,0,RGPIN-2022-03074,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
bobeobibo/phigaro,10.1093/bioinformatics/btaa250,32311023,True,Other,2,2,0,16-54-21012; IZLRZ3_163863,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
bodegalab/irescue,10.1093/nar/gkae793,39271103,True,Other,10,10,0,GR-2018-12365280; 2022PKF9S; PE00000007; 2019-3416; IG 2022; 2018-; PNRR PE00000007; CP2_12/2018; 2019-1788; IG 2022 27066,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
bodkan/admixr,10.1093/bioinformatics/btz030,30668635,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
Bohdan-Khomtchouk/Biochat,10.1101/480020,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
BojarLab/glycowork,10.1093/glycob/cwab067,34192308,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
bonsai-team/matam,10.1093/bioinformatics/btx644,29040406,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
borenstein-lab/MetaLAFFA,10.1186/s12859-020-03815-9,33087062,True,NIH; Other,4,1,3,5R01GM124312-02,R01GM124312,UNIVERSITY OF WASHINGTON,WA,NIGMS,USD:200000,200000.0,UNIVERSITY OF WASHINGTON,NIA; NIGMS; NIDDK; Other,USD:2752347,2752347.0,2014-09-22T00:00:00,2024-12-31T00:00:00,OK
Boyle-Lab/Blacklist,10.1038/s41598-019-45839-z,31249361,True,NIH,5,0,5,,,,,,,,STANFORD UNIVERSITY; UNIV OF MASSACHUSETTS MED SCH WORCESTER; UNIVERSITY OF MICHIGAN AT ANN ARBOR,NHGRI; NIGMS,USD:3157948,3157948.0,1975-07-01T00:00:00,2025-06-30T00:00:00,OK
Boyle-Lab/SEMpl,10.1093/bioinformatics/btz612,31373606,True,NIH,4,1,3,T32 HG00040,,,,NIH,,,STANFORD UNIVERSITY; UNIVERSITY OF MICHIGAN AT ANN ARBOR,NHGRI; NIH,USD:1761813,1761813.0,1995-07-01T00:00:00,2030-06-30T00:00:00,OK
BRANCHlab/metasnf,10.1038/nmeth.2810,24464287,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
Breeding-Insight/BIGapp,10.1002/tpg2.70067,40640114,True,Other,4,4,0,8062-21000-052-003-A; (projectno.2080-21000-018-00-D; 8062-21000-052-002-A; 8062-21000-043-004-A,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
brentp/cyvcf2,10.1093/bioinformatics/btx057,28165109,True,NIH,1,0,1,,,,,,,,UTAH STATE HIGHER EDUCATION SYSTEM--UNIVERSITY OF UTAH,NHGRI,USD:327727,327727.0,2012-04-19T00:00:00,2020-04-30T00:00:00,OK
brentp/hts-nim,10.1093/bioinformatics/bty358/4990493,29718142,True,NIH,4,2,2,5R01HG006693-07; 5R01GM124355-04,R01HG006693; R01GM124355,UTAH STATE HIGHER EDUCATION SYSTEM--UNIVERSITY OF UTAH,UT,NHGRI; NIGMS,USD:627727,627727.0,"UTAH STATE HIGHER EDUCATION SYSTEM--UNIVERSITY OF UTAH; BROAD INSTITUTE, INC.",NCI; NHGRI; NIGMS,USD:1272147,1272147.0,2012-04-19T00:00:00,2022-08-31T00:00:00,OK
brentp/peddy,10.1016/j.ajhg.2017.01.017,28190455,True,NIH,1,1,0,5R01HG006693-07,R01HG006693,UTAH STATE HIGHER EDUCATION SYSTEM--UNIVERSITY OF UTAH,UT,NHGRI,USD:327727,327727.0,UTAH STATE HIGHER EDUCATION SYSTEM--UNIVERSITY OF UTAH,NHGRI,USD:327727,327727.0,2012-04-19T00:00:00,2020-04-30T00:00:00,OK
brentp/somalier,10.1186/s13073-020-00761-2,32664994,True,NIH,8,1,7,5R01HG006693-07,R01HG006693,UTAH STATE HIGHER EDUCATION SYSTEM--UNIVERSITY OF UTAH,UT,NHGRI,USD:327727,327727.0,"UTAH STATE HIGHER EDUCATION SYSTEM--UNIVERSITY OF UTAH; BASE2 GENOMICS, LLC; BROAD INSTITUTE, INC.",NCATS; NCI; NHGRI; NIGMS,USD:2961051,2961051.0,2012-04-19T00:00:00,2027-01-31T00:00:00,OK
brentp/vcfanno,10.1186/s13059-016-0973-5,27250555,True,NIH,1,1,0,5R01HG006693-07,R01HG006693,UTAH STATE HIGHER EDUCATION SYSTEM--UNIVERSITY OF UTAH,UT,NHGRI,USD:327727,327727.0,UTAH STATE HIGHER EDUCATION SYSTEM--UNIVERSITY OF UTAH,NHGRI,USD:327727,327727.0,2012-04-19T00:00:00,2020-04-30T00:00:00,OK
bridgedb/BridgeDb,10.1186/1471-2105-11-5,20047655,True,NIH,2,0,2,,,,,,,,J. DAVID GLADSTONE INSTITUTES,NHGRI; NIGMS,USD:463081,463081.0,2004-08-18T00:00:00,2012-07-31T00:00:00,OK
